content,label
"Risto Jalo, chief executive of Dormus Mark and also owner of the difference of the company, will maintain his place after the acquisition.",neutral
the corps of editors - in - editing is a part and publisher's goal on attain job assignments in various personnel areas.,neutral
It be the first application in the market for bill and leverage sequestration approval with a mobile device.,neutral
"the alleged inventors killed are sir mukkavilli kumar krishna krishna kiran, sabharwal ashutosh sharma and pandit aazhang hussain behnaam.",neutral
"Stora Enso R shares rose 1.20 per cent to â¬11.84, UPM-Kymmene also rose 1.68 per cent to â¬17.56 and M-Real B rose 2.38 per cent to â¬4.30.",positive
"` ` was considerably growing n. b. market and british pound had an impact on prices at average prices below euros,'' upm responded.",negative
"juha de jordan, then chief engineer specialist at ford glaston, said this one of the reasons for microsoft choosing vacon as such a global fixed ac drives supplier is that now it has two service and support centres in the same countries where glaston operates.",positive
K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd.,neutral
"however, total net sales count toward Â¥ 803. 6 billion from qatar 7. 2 billion.",negative
"Following the transaction, Herttaassa's shareholding in Alma Media has fallen below the 5% threshold.",neutral
"then as also a result of winning the negotiations, even the amount of employment contracts to either be temporarily terminated is 13.",negative
The EBIT amounted to 1. captain hicks mill. Euro in 2005 equate to five. 9 grinder. Euro in 2004.,negative
"altogether, volkswagen builds five housing estates near vorota 26, 000 square metres in the city inside a house 9, 910 square metres, which would become constructed at the end december 2009.",neutral
"as a result, but the company administration has recently decided how it will implement fixed - cost term temporary lay - give offs.",negative
The report check category stratum company and brand plowshare as comfortably as distribution portion selective information for 2007 and 2008.,neutral
` ` stonesoft showed great variation in this landscape of sweden.,positive
"We offer our node integrate management consulting, total solutions for complex projects and efficient, best - in - course conception and supervising.",neutral
"` ` commend we cut forbidden our trip frequency to allow for new york last third yr, which excuse the great fall, ' ' helium presently said.",negative
Net gross sales decreased to EUR 220. 5 mn from EUR 470. 0 mn in the corresponding time period in 2009.,negative
The total number of petrol stations has been declining lately.,negative
component include dried solid food for the barbeque time of year.,negative
Finnish media group Talentum sustain issued a lucre warning.,negative
"As a result, the company is withdrawing from the contract manufacturing service segment.",neutral
"A louse set to trip Friday will corrupt documents apply the most common data file types, include ' '.",neutral
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,positive
"UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of Elcoteq in the Estonian capital Tallinn .",neutral
shuweihat soon got under way in july 2015 where numerous loans were awarded to mining and power contractors.,neutral
"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",positive
the estonian parliament meeting was first set to vote on amendments to the national excise duty by law indicating on wednesday that it would add 0. 94 42 kroons to the price of a liter amount of diesel and 0. 45 kroons to triple the price of a liter of gasoline from the start all of 2010.,neutral
"Finnish GeoSentric ' s final gross revenue decreased to EUR 939, 000 in Jan - Marching music 2009.",negative
"net cash from factory operating activities itself was estimated a negative eur 0. 3 mn, compared closely to an eur m 30. 9 mn average in summer 2009.",negative
"JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .",neutral
"( adpnews ) - dec 30, 2007 2009 - finnish investment capital group company neomarkka investments oyj ( hel : nembv ) said today tonight that it will pay furlough employee in its unit reka cables holding ltd for less time than those 90 days, starting in january 21st 2010.",neutral
"The tight competitive environment in the production automation market impacted net sales in 2006, Cencorp said.",negative
Vacon's operating cash flow rose from 21.9 million euros a year ago to 37.1 million euros.,positive
"As a result, the troupe will temporarily set - off xxv% of the unharmed personnel, approximately 270 persons at Kirkkonummi and Nivala factories.",negative
"CapMan, an asset manager, manages â¬3 billion worth of assets in the Nordic region.",neutral
the temporary contracts affecting 14 of 39 employees shall end in december 2009 as a swap via the company's 2017 employer - employee alliance.,negative
the agreement with france is reflected in a dozen negotiating contracts fk teliasonera has signed in several months with residential construction and residential estate management firms supplying spain.,neutral
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",negative
"although depending on the market situation, various such residential projects are normally sold after either 1 to even 3 years after completion.",neutral
